Replicate,File Name,Sample Type,Molecule Name,Analyte Concentration,Area,Product Mz,Background,Points Across Peak,RatioLightToHeavy,Slope,Intercept,R Squared,Error Message,Accuracy,Calculated Concentration,Fwhm,Precursor Mz,Fragment Ion Type,Isotope Label Type,Normalized Area
11_std100,mtab_Zoop2_BC_lumos_071423_062.raw,Standard,desthiobiotin,100,2499,324.19663,0,44,#N/A,NaN,NaN,NaN,,NaN,NaN,0.01,324.19663,precursor,heavyD5,1.2252E+1
12_std300,mtab_Zoop2_BC_lumos_071423_063.raw,Standard,desthiobiotin,300,16038,324.19663,0,41,#N/A,NaN,NaN,NaN,,NaN,NaN,0.01,324.19663,precursor,heavyD5,2.1323E+0
13_std500,mtab_Zoop2_BC_lumos_071423_064.raw,Standard,desthiobiotin,500,4416,324.19663,0,38,#N/A,NaN,NaN,NaN,,NaN,NaN,0.01,324.19663,precursor,heavyD5,5.0511E+1
14_std700,mtab_Zoop2_BC_lumos_071423_065.raw,Standard,desthiobiotin,700,2010,324.19663,0,37,#N/A,NaN,NaN,NaN,,NaN,NaN,0.01,324.19663,precursor,heavyD5,6.7832E+1
15_std1000,mtab_Zoop2_BC_lumos_071423_066.raw,Standard,desthiobiotin,1000,0,324.19663,0,35,#N/A,NaN,NaN,NaN,,NaN,NaN,0.22,324.19663,precursor,heavyD5,∞
16_std3000,mtab_Zoop2_BC_lumos_071423_067.raw,Standard,desthiobiotin,3000,5647,324.19663,0,34,#N/A,NaN,NaN,NaN,,NaN,NaN,0.04,324.19663,precursor,heavyD5,2.6146E+2
17_std7000,mtab_Zoop2_BC_lumos_071423_068.raw,Standard,desthiobiotin,7000,0,324.19663,0,29,#N/A,NaN,NaN,NaN,,NaN,NaN,0.22,324.19663,precursor,heavyD5,∞
pool1,mtab_Zoop2_BC_lumos_071423_070.raw,Quality Control,desthiobiotin,,0,324.19663,0,35,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.22,324.19663,precursor,heavyD5,∞
pool2,mtab_Zoop2_BC_lumos_071423_082.raw,Quality Control,desthiobiotin,,0,324.19663,0,35,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.22,324.19663,precursor,heavyD5,∞
pool3,mtab_Zoop2_BC_lumos_071423_094.raw,Quality Control,desthiobiotin,,0,324.19663,0,34,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.22,324.19663,precursor,heavyD5,∞
18_t0_ctrl_6,mtab_Zoop2_BC_lumos_071423_076.raw,Unknown,desthiobiotin,,0,324.19663,0,45,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.22,324.19663,precursor,heavyD5,∞
19_t0_ctrl_16,mtab_Zoop2_BC_lumos_071423_093.raw,Unknown,desthiobiotin,,0,324.19663,0,44,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.22,324.19663,precursor,heavyD5,∞
20_t0_ctrl_4,mtab_Zoop2_BC_lumos_071423_075.raw,Unknown,desthiobiotin,,13126,324.19663,0,46,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.01,324.19663,precursor,heavyD5,1.9873E+0
21_t6_ctrl_53,mtab_Zoop2_BC_lumos_071423_092.raw,Unknown,desthiobiotin,,0,324.19663,0,43,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.22,324.19663,precursor,heavyD5,∞
22_t6_ctrl_26,mtab_Zoop2_BC_lumos_071423_073.raw,Unknown,desthiobiotin,,11008,324.19663,0,43,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.01,324.19663,precursor,heavyD5,7.3542E-1
23_t6_ctrl_22,mtab_Zoop2_BC_lumos_071423_085.raw,Unknown,desthiobiotin,,1826,324.19663,0,45,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.01,324.19663,precursor,heavyD5,1.2652E+1
24_t6_Px_52,mtab_Zoop2_BC_lumos_071423_089.raw,Unknown,desthiobiotin,,1524,324.19663,0,41,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.01,324.19663,precursor,heavyD5,9.0830E+0
25_t6_Px_12,mtab_Zoop2_BC_lumos_071423_074.raw,Unknown,desthiobiotin,,11236,324.19663,0,39,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.01,324.19663,precursor,heavyD5,8.8190E-1
26_t6_Px_11,mtab_Zoop2_BC_lumos_071423_087.raw,Unknown,desthiobiotin,,1442,324.19663,0,43,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.01,324.19663,precursor,heavyD5,9.3518E+0
27_t12_ctrl_2,mtab_Zoop2_BC_lumos_071423_083.raw,Unknown,desthiobiotin,,1669,324.19663,0,46,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.01,324.19663,precursor,heavyD5,3.9043E+1
28_t12_ctrl_5,mtab_Zoop2_BC_lumos_071423_081.raw,Unknown,desthiobiotin,,3245,324.19663,0,46,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.01,324.19663,precursor,heavyD5,2.4468E+1
29_t12_ctrl_25,mtab_Zoop2_BC_lumos_071423_072.raw,Unknown,desthiobiotin,,1906,324.19663,0,45,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.01,324.19663,precursor,heavyD5,5.5790E+0
30_t12_Px_57,mtab_Zoop2_BC_lumos_071423_079.raw,Unknown,desthiobiotin,,0,324.19663,0,41,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.22,324.19663,precursor,heavyD5,∞
31_t12_Px_10,mtab_Zoop2_BC_lumos_071423_088.raw,Unknown,desthiobiotin,,0,324.19663,0,44,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.22,324.19663,precursor,heavyD5,∞
32_t12_Px_18,mtab_Zoop2_BC_lumos_071423_086.raw,Unknown,desthiobiotin,,0,324.19663,0,45,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.22,324.19663,precursor,heavyD5,∞
33_t12_Euph_24,mtab_Zoop2_BC_lumos_071423_084.raw,Unknown,desthiobiotin,,4034,324.19663,0,34,#N/A,NaN,NaN,NaN,,#N/A,NaN,0,324.19663,precursor,heavyD5,6.1048E+0
34_t12_Euph_68,mtab_Zoop2_BC_lumos_071423_077.raw,Unknown,desthiobiotin,,4208,324.19663,0,31,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.01,324.19663,precursor,heavyD5,4.8581E+0
35_t12_Euph_15,mtab_Zoop2_BC_lumos_071423_078.raw,Unknown,desthiobiotin,,18611,324.19663,0,31,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.01,324.19663,precursor,heavyD5,1.4821E+0
36_t12_Cpy_3,mtab_Zoop2_BC_lumos_071423_090.raw,Unknown,desthiobiotin,,0,324.19663,0,39,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.22,324.19663,precursor,heavyD5,∞
37_t12_Cpy_9,mtab_Zoop2_BC_lumos_071423_071.raw,Unknown,desthiobiotin,,1343,324.19663,0,35,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.01,324.19663,precursor,heavyD5,4.6427E+0
38_t12_Amph_17,mtab_Zoop2_BC_lumos_071423_091.raw,Unknown,desthiobiotin,,5625,324.19663,0,41,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.04,324.19663,precursor,heavyD5,3.9511E+0
39_t12_Amph_21,mtab_Zoop2_BC_lumos_071423_080.raw,Unknown,desthiobiotin,,0,324.19663,0,42,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.22,324.19663,precursor,heavyD5,∞
MQ1,mtab_Zoop2_BC_lumos_071423_001.raw,Double Blank,desthiobiotin,,0,325.18533,0,45,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.22,325.18533,precursor,heavyC13,∞
MQ2,mtab_Zoop2_BC_lumos_071423_095.raw,Double Blank,desthiobiotin,,0,325.18533,0,44,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.22,325.18533,precursor,heavyC13,∞
1_std0,mtab_Zoop2_BC_lumos_071423_052.raw,Standard,desthiobiotin,0,1686,325.18533,0,45,#N/A,NaN,NaN,NaN,,NaN,NaN,0.02,325.18533,precursor,heavyC13,6.3860E-1
2_std0,mtab_Zoop2_BC_lumos_071423_053.raw,Standard,desthiobiotin,0,1762,325.18533,488,46,#N/A,NaN,NaN,NaN,,NaN,NaN,0.19,325.18533,precursor,heavyC13,1.7566E+1
3_std0,mtab_Zoop2_BC_lumos_071423_054.raw,Standard,desthiobiotin,0,2014,325.18533,0,46,#N/A,NaN,NaN,NaN,,NaN,NaN,0.04,325.18533,precursor,heavyC13,4.4762E+1
4_std5,mtab_Zoop2_BC_lumos_071423_055.raw,Standard,desthiobiotin,5,1977,325.18533,0,46,#N/A,NaN,NaN,NaN,,NaN,NaN,0.01,325.18533,precursor,heavyC13,∞
5_std10,mtab_Zoop2_BC_lumos_071423_056.raw,Standard,desthiobiotin,10,4302,325.18533,0,46,#N/A,NaN,NaN,NaN,,NaN,NaN,0.02,325.18533,precursor,heavyC13,∞
6_std20,mtab_Zoop2_BC_lumos_071423_057.raw,Standard,desthiobiotin,20,975,325.18533,0,45,#N/A,NaN,NaN,NaN,,NaN,NaN,0.03,325.18533,precursor,heavyC13,3.8624E+1
7_std30,mtab_Zoop2_BC_lumos_071423_058.raw,Standard,desthiobiotin,30,865,325.18533,0,45,#N/A,NaN,NaN,NaN,,NaN,NaN,0.01,325.18533,precursor,heavyC13,∞
8_std50,mtab_Zoop2_BC_lumos_071423_059.raw,Standard,desthiobiotin,50,1600,325.18533,0,44,#N/A,NaN,NaN,NaN,,NaN,NaN,0.01,325.18533,precursor,heavyC13,∞
9_std70,mtab_Zoop2_BC_lumos_071423_060.raw,Standard,desthiobiotin,70,1065,325.18533,0,44,#N/A,NaN,NaN,NaN,,NaN,NaN,0.01,325.18533,precursor,heavyC13,5.4966E-1
10_std85,mtab_Zoop2_BC_lumos_071423_061.raw,Standard,desthiobiotin,85,2095,325.18533,0,44,#N/A,NaN,NaN,NaN,,NaN,NaN,0.01,325.18533,precursor,heavyC13,4.8172E+1
11_std100,mtab_Zoop2_BC_lumos_071423_062.raw,Standard,desthiobiotin,100,1155,325.18533,0,44,#N/A,NaN,NaN,NaN,,NaN,NaN,0.01,325.18533,precursor,heavyC13,1.2252E+1
12_std300,mtab_Zoop2_BC_lumos_071423_063.raw,Standard,desthiobiotin,300,832,325.18533,0,41,#N/A,NaN,NaN,NaN,,NaN,NaN,0.02,325.18533,precursor,heavyC13,2.1323E+0
13_std500,mtab_Zoop2_BC_lumos_071423_064.raw,Standard,desthiobiotin,500,3427,325.18533,0,38,#N/A,NaN,NaN,NaN,,NaN,NaN,0.01,325.18533,precursor,heavyC13,5.0511E+1
14_std700,mtab_Zoop2_BC_lumos_071423_065.raw,Standard,desthiobiotin,700,3477,325.18533,0,37,#N/A,NaN,NaN,NaN,,NaN,NaN,0.01,325.18533,precursor,heavyC13,6.7832E+1
15_std1000,mtab_Zoop2_BC_lumos_071423_066.raw,Standard,desthiobiotin,1000,2795,325.18533,0,35,#N/A,NaN,NaN,NaN,,NaN,NaN,0.04,325.18533,precursor,heavyC13,∞
16_std3000,mtab_Zoop2_BC_lumos_071423_067.raw,Standard,desthiobiotin,3000,6421,325.18533,0,34,#N/A,NaN,NaN,NaN,,NaN,NaN,0.01,325.18533,precursor,heavyC13,2.6146E+2
17_std7000,mtab_Zoop2_BC_lumos_071423_068.raw,Standard,desthiobiotin,7000,1429,325.18533,0,29,#N/A,NaN,NaN,NaN,,NaN,NaN,0.01,325.18533,precursor,heavyC13,∞
pool1,mtab_Zoop2_BC_lumos_071423_070.raw,Quality Control,desthiobiotin,,1320,325.18533,0,35,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.02,325.18533,precursor,heavyC13,∞
pool2,mtab_Zoop2_BC_lumos_071423_082.raw,Quality Control,desthiobiotin,,836,325.18533,0,35,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.02,325.18533,precursor,heavyC13,∞
pool3,mtab_Zoop2_BC_lumos_071423_094.raw,Quality Control,desthiobiotin,,3943,325.18533,0,34,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.01,325.18533,precursor,heavyC13,∞
18_t0_ctrl_6,mtab_Zoop2_BC_lumos_071423_076.raw,Unknown,desthiobiotin,,1607,325.18533,0,45,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.02,325.18533,precursor,heavyC13,∞
19_t0_ctrl_16,mtab_Zoop2_BC_lumos_071423_093.raw,Unknown,desthiobiotin,,4818,325.18533,0,44,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.03,325.18533,precursor,heavyC13,∞
20_t0_ctrl_4,mtab_Zoop2_BC_lumos_071423_075.raw,Unknown,desthiobiotin,,4393,325.18533,0,46,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.02,325.18533,precursor,heavyC13,1.9873E+0
21_t6_ctrl_53,mtab_Zoop2_BC_lumos_071423_092.raw,Unknown,desthiobiotin,,620,325.18533,0,43,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.02,325.18533,precursor,heavyC13,∞
22_t6_ctrl_26,mtab_Zoop2_BC_lumos_071423_073.raw,Unknown,desthiobiotin,,5930,325.18533,0,43,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.02,325.18533,precursor,heavyC13,7.3542E-1
23_t6_ctrl_22,mtab_Zoop2_BC_lumos_071423_085.raw,Unknown,desthiobiotin,,901,325.18533,0,45,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.01,325.18533,precursor,heavyC13,1.2652E+1
24_t6_Px_52,mtab_Zoop2_BC_lumos_071423_089.raw,Unknown,desthiobiotin,,1564,325.18533,0,41,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.01,325.18533,precursor,heavyC13,9.0830E+0
25_t6_Px_12,mtab_Zoop2_BC_lumos_071423_074.raw,Unknown,desthiobiotin,,1554,325.18533,0,39,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.01,325.18533,precursor,heavyC13,8.8190E-1
26_t6_Px_11,mtab_Zoop2_BC_lumos_071423_087.raw,Unknown,desthiobiotin,,2608,325.18533,0,43,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.05,325.18533,precursor,heavyC13,9.3518E+0
27_t12_ctrl_2,mtab_Zoop2_BC_lumos_071423_083.raw,Unknown,desthiobiotin,,4145,325.18533,0,46,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.01,325.18533,precursor,heavyC13,3.9043E+1
28_t12_ctrl_5,mtab_Zoop2_BC_lumos_071423_081.raw,Unknown,desthiobiotin,,1476,325.18533,0,46,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.02,325.18533,precursor,heavyC13,2.4468E+1
29_t12_ctrl_25,mtab_Zoop2_BC_lumos_071423_072.raw,Unknown,desthiobiotin,,1721,325.18533,0,45,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.01,325.18533,precursor,heavyC13,5.5790E+0
30_t12_Px_57,mtab_Zoop2_BC_lumos_071423_079.raw,Unknown,desthiobiotin,,5057,325.18533,0,41,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.01,325.18533,precursor,heavyC13,∞
31_t12_Px_10,mtab_Zoop2_BC_lumos_071423_088.raw,Unknown,desthiobiotin,,2984,325.18533,1529,44,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.01,325.18533,precursor,heavyC13,∞
32_t12_Px_18,mtab_Zoop2_BC_lumos_071423_086.raw,Unknown,desthiobiotin,,0,325.18533,0,45,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.22,325.18533,precursor,heavyC13,∞
33_t12_Euph_24,mtab_Zoop2_BC_lumos_071423_084.raw,Unknown,desthiobiotin,,1588,325.18533,0,34,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.02,325.18533,precursor,heavyC13,6.1048E+0
34_t12_Euph_68,mtab_Zoop2_BC_lumos_071423_077.raw,Unknown,desthiobiotin,,0,325.18533,0,31,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.22,325.18533,precursor,heavyC13,4.8581E+0
35_t12_Euph_15,mtab_Zoop2_BC_lumos_071423_078.raw,Unknown,desthiobiotin,,5315,325.18533,0,31,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.01,325.18533,precursor,heavyC13,1.4821E+0
36_t12_Cpy_3,mtab_Zoop2_BC_lumos_071423_090.raw,Unknown,desthiobiotin,,2812,325.18533,0,39,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.01,325.18533,precursor,heavyC13,∞
37_t12_Cpy_9,mtab_Zoop2_BC_lumos_071423_071.raw,Unknown,desthiobiotin,,386,325.18533,0,35,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.01,325.18533,precursor,heavyC13,4.6427E+0
38_t12_Amph_17,mtab_Zoop2_BC_lumos_071423_091.raw,Unknown,desthiobiotin,,1235,325.18533,0,41,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.01,325.18533,precursor,heavyC13,3.9511E+0
39_t12_Amph_21,mtab_Zoop2_BC_lumos_071423_080.raw,Unknown,desthiobiotin,,2683,325.18533,0,42,#N/A,NaN,NaN,NaN,,#N/A,NaN,0.02,325.18533,precursor,heavyC13,∞
MQ1,mtab_Zoop2_BC_lumos_071423_001.raw,Double Blank,ectoine plus H2O,,12323,265.1187,0,70,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,∞,0.21,265.1187,precursor,light,∞
MQ2,mtab_Zoop2_BC_lumos_071423_095.raw,Double Blank,ectoine plus H2O,,20603,265.1187,0,68,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,∞,0.29,265.1187,precursor,light,∞
1_std0,mtab_Zoop2_BC_lumos_071423_052.raw,Standard,ectoine plus H2O,0,343761,265.1187,47740,68,#N/A,1.1489E-3,9.4505E-1,0.8703,,-∞,-5.5251E+2,0.08,265.1187,precursor,light,3.1026E-1
2_std0,mtab_Zoop2_BC_lumos_071423_053.raw,Standard,ectoine plus H2O,0,1892371,265.1187,257187,62,#N/A,1.1489E-3,9.4505E-1,0.8703,,∞,9.7020E+2,0.07,265.1187,precursor,light,2.0597E+0
3_std0,mtab_Zoop2_BC_lumos_071423_054.raw,Standard,ectoine plus H2O,0,2421265,265.1187,351654,62,#N/A,1.1489E-3,9.4505E-1,0.8703,,∞,8.7445E+2,0.09,265.1187,precursor,light,1.9497E+0
4_std5,mtab_Zoop2_BC_lumos_071423_055.raw,Standard,ectoine plus H2O,5,339021,265.1187,73906,66,#N/A,1.1489E-3,9.4505E-1,0.8703,,-10913.9%,-5.4570E+2,0.1,265.1187,precursor,light,3.1808E-1
5_std10,mtab_Zoop2_BC_lumos_071423_056.raw,Standard,ectoine plus H2O,10,350846,265.1187,180172,67,#N/A,1.1489E-3,9.4505E-1,0.8703,,-6090%,-6.0900E+2,0.06,265.1187,precursor,light,2.4535E-1
6_std20,mtab_Zoop2_BC_lumos_071423_057.raw,Standard,ectoine plus H2O,20,1822175,265.1187,301548,62,#N/A,1.1489E-3,9.4505E-1,0.8703,,2418.9%,4.8378E+2,0.07,265.1187,precursor,light,1.5009E+0
7_std30,mtab_Zoop2_BC_lumos_071423_058.raw,Standard,ectoine plus H2O,30,154003,265.1187,226497,67,#N/A,1.1489E-3,9.4505E-1,0.8703,,-2218.1%,-6.6544E+2,0.05,265.1187,precursor,light,1.8050E-1
8_std50,mtab_Zoop2_BC_lumos_071423_059.raw,Standard,ectoine plus H2O,50,1879395,265.1187,271687,62,#N/A,1.1489E-3,9.4505E-1,0.8703,,1908.1%,9.5405E+2,0.07,265.1187,precursor,light,2.0412E+0
9_std70,mtab_Zoop2_BC_lumos_071423_060.raw,Standard,ectoine plus H2O,70,280006,265.1187,193773,67,#N/A,1.1489E-3,9.4505E-1,0.8703,,-829.9%,-5.8091E+2,0.05,265.1187,precursor,light,2.7762E-1
10_std85,mtab_Zoop2_BC_lumos_071423_061.raw,Standard,ectoine plus H2O,85,2216064,265.1187,170130,61,#N/A,1.1489E-3,9.4505E-1,0.8703,,1391.4%,1.1827E+3,0.05,265.1187,precursor,light,2.3039E+0
11_std100,mtab_Zoop2_BC_lumos_071423_062.raw,Standard,ectoine plus H2O,100,215983,265.1187,222008,66,#N/A,1.1489E-3,9.4505E-1,0.8703,,-581.2%,-5.8119E+2,0.06,265.1187,precursor,light,2.7730E-1
12_std300,mtab_Zoop2_BC_lumos_071423_063.raw,Standard,ectoine plus H2O,300,705814,265.1187,167823,63,#N/A,1.1489E-3,9.4505E-1,0.8703,,-48.1%,-1.4423E+2,0.05,265.1187,precursor,light,7.7934E-1
13_std500,mtab_Zoop2_BC_lumos_071423_064.raw,Standard,ectoine plus H2O,500,3589296,265.1187,461764,61,#N/A,1.1489E-3,9.4505E-1,0.8703,,221.1%,1.1056E+3,0.07,265.1187,precursor,light,2.2153E+0
14_std700,mtab_Zoop2_BC_lumos_071423_065.raw,Standard,ectoine plus H2O,700,1712667,265.1187,406313,62,#N/A,1.1489E-3,9.4505E-1,0.8703,,30.6%,2.1396E+2,0.06,265.1187,precursor,light,1.1909E+0
15_std1000,mtab_Zoop2_BC_lumos_071423_066.raw,Standard,ectoine plus H2O,1000,2540598,265.1187,357550,62,#N/A,1.1489E-3,9.4505E-1,0.8703,,48.8%,4.8817E+2,0.07,265.1187,precursor,light,1.5059E+0
16_std3000,mtab_Zoop2_BC_lumos_071423_067.raw,Standard,ectoine plus H2O,3000,6909802,265.1187,231995,58,#N/A,1.1489E-3,9.4505E-1,0.8703,,110.5%,3.3135E+3,0.06,265.1187,precursor,light,4.7521E+0
17_std7000,mtab_Zoop2_BC_lumos_071423_068.raw,Standard,ectoine plus H2O,7000,13324942,265.1187,327351,54,#N/A,1.1489E-3,9.4505E-1,0.8703,,99.5%,6.9625E+3,0.06,265.1187,precursor,light,8.9445E+0
pool1,mtab_Zoop2_BC_lumos_071423_070.raw,Quality Control,ectoine plus H2O,,2820683,265.1187,548319,58,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,1.3613E+3,0.2,265.1187,precursor,light,2.5091E+0
pool2,mtab_Zoop2_BC_lumos_071423_082.raw,Quality Control,ectoine plus H2O,,3503387,265.1187,654616,59,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,1.9198E+3,0.07,265.1187,precursor,light,3.1508E+0
pool3,mtab_Zoop2_BC_lumos_071423_094.raw,Quality Control,ectoine plus H2O,,4611870,265.1187,510773,61,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,2.7036E+3,0.07,265.1187,precursor,light,4.0513E+0
18_t0_ctrl_6,mtab_Zoop2_BC_lumos_071423_076.raw,Unknown,ectoine plus H2O,,367236,265.1187,297484,65,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,-5.9169E+2,0.08,265.1187,precursor,light,2.6523E-1
19_t0_ctrl_16,mtab_Zoop2_BC_lumos_071423_093.raw,Unknown,ectoine plus H2O,,824687,265.1187,298881,64,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,-1.6376E+2,0.2,265.1187,precursor,light,7.5690E-1
20_t0_ctrl_4,mtab_Zoop2_BC_lumos_071423_075.raw,Unknown,ectoine plus H2O,,319682,265.1187,355752,65,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,-6.8115E+2,0.09,265.1187,precursor,light,1.6246E-1
21_t6_ctrl_53,mtab_Zoop2_BC_lumos_071423_092.raw,Unknown,ectoine plus H2O,,403811,265.1187,229804,68,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,-4.9751E+2,0.07,265.1187,precursor,light,3.7344E-1
22_t6_ctrl_26,mtab_Zoop2_BC_lumos_071423_073.raw,Unknown,ectoine plus H2O,,378413,265.1187,186454,65,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,-5.9551E+2,0.06,265.1187,precursor,light,2.6085E-1
23_t6_ctrl_22,mtab_Zoop2_BC_lumos_071423_085.raw,Unknown,ectoine plus H2O,,793264,265.1187,203381,64,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,-1.5712E+2,0.08,265.1187,precursor,light,7.6452E-1
24_t6_Px_52,mtab_Zoop2_BC_lumos_071423_089.raw,Unknown,ectoine plus H2O,,1505750,265.1187,388987,63,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,4.5516E+2,0.18,265.1187,precursor,light,1.4680E+0
25_t6_Px_12,mtab_Zoop2_BC_lumos_071423_074.raw,Unknown,ectoine plus H2O,,3202089,265.1187,318590,62,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,1.1915E+3,0.11,265.1187,precursor,light,2.3139E+0
26_t6_Px_11,mtab_Zoop2_BC_lumos_071423_087.raw,Unknown,ectoine plus H2O,,1335596,265.1187,324593,63,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,2.1788E+2,0.12,265.1187,precursor,light,1.1954E+0
27_t12_ctrl_2,mtab_Zoop2_BC_lumos_071423_083.raw,Unknown,ectoine plus H2O,,371356,265.1187,194963,65,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,-5.8571E+2,0.07,265.1187,precursor,light,2.7211E-1
28_t12_ctrl_5,mtab_Zoop2_BC_lumos_071423_081.raw,Unknown,ectoine plus H2O,,437106,265.1187,199100,65,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,-5.6314E+2,0.09,265.1187,precursor,light,2.9804E-1
29_t12_ctrl_25,mtab_Zoop2_BC_lumos_071423_072.raw,Unknown,ectoine plus H2O,,380134,265.1187,247924,65,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,-6.3315E+2,0.06,265.1187,precursor,light,2.1760E-1
30_t12_Px_57,mtab_Zoop2_BC_lumos_071423_079.raw,Unknown,ectoine plus H2O,,1386472,265.1187,379402,60,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,-1.1182E+2,0.16,265.1187,precursor,light,8.1658E-1
31_t12_Px_10,mtab_Zoop2_BC_lumos_071423_088.raw,Unknown,ectoine plus H2O,,591080,265.1187,361625,64,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,-2.9025E+2,0.16,265.1187,precursor,light,6.1156E-1
32_t12_Px_18,mtab_Zoop2_BC_lumos_071423_086.raw,Unknown,ectoine plus H2O,,769118,265.1187,343431,63,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,-2.2611E+2,0.19,265.1187,precursor,light,6.8527E-1
33_t12_Euph_24,mtab_Zoop2_BC_lumos_071423_084.raw,Unknown,ectoine plus H2O,,1736823,265.1187,670094,63,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,2.2809E+2,0.08,265.1187,precursor,light,1.2071E+0
34_t12_Euph_68,mtab_Zoop2_BC_lumos_071423_077.raw,Unknown,ectoine plus H2O,,5382824,265.1187,756653,58,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,2.0650E+3,0.07,265.1187,precursor,light,3.3176E+0
35_t12_Euph_15,mtab_Zoop2_BC_lumos_071423_078.raw,Unknown,ectoine plus H2O,,20352694,265.1187,1479610,59,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,1.5834E+4,0.06,265.1187,precursor,light,1.9137E+1
36_t12_Cpy_3,mtab_Zoop2_BC_lumos_071423_090.raw,Unknown,ectoine plus H2O,,1764158,265.1187,461055,60,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,6.3990E+2,0.16,265.1187,precursor,light,1.6802E+0
37_t12_Cpy_9,mtab_Zoop2_BC_lumos_071423_071.raw,Unknown,ectoine plus H2O,,2098135,265.1187,678349,58,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,9.0915E+2,0.08,265.1187,precursor,light,1.9896E+0
38_t12_Amph_17,mtab_Zoop2_BC_lumos_071423_091.raw,Unknown,ectoine plus H2O,,2194196,265.1187,490907,66,#N/A,1.1489E-3,9.4505E-1,0.8703,,#N/A,6.9629E+2,0.24,265.1187,precursor,light,1.7450E+0
